"STATE","STATEABBREVIATION","COUNTY","STATEFP","COUNTYFP","INDICATOR","YEAR","VALUE"
"Nebraska","NE","Perkins County","31","135","dist_MAT","2017","17.75"
"Nebraska","NE","Phelps County","31","137","dist_MAT","2017","29.4"
"Nebraska","NE","Pierce County","31","139","dist_MAT","2017","41.75"
"Nebraska","NE","Platte County","31","141","dist_MAT","2017","11.57"
"Nebraska","NE","Polk County","31","143","dist_MAT","2017","23"
"Nebraska","NE","Red Willow County","31","145","dist_MAT","2017","13.8"
"Nebraska","NE","Richardson County","31","147","dist_MAT","2017","50.12"
"Nebraska","NE","Rock County","31","149","dist_MAT","2017","41.5"
"Nebraska","NE","Saline County","31","151","dist_MAT","2017","30"
"Nebraska","NE","Sarpy County","31","153","dist_MAT","2017","6.25"
"Nebraska","NE","Saunders County","31","155","dist_MAT","2017","25.5"
"Nebraska","NE","Scotts Bluff County","31","157","dist_MAT","2017","32.75"
"Nebraska","NE","Seward County","31","159","dist_MAT","2017","23.67"
"Nebraska","NE","Sheridan County","31","161","dist_MAT","2017","41.86"
"Nebraska","NE","Sherman County","31","163","dist_MAT","2017","33.2"
"Nebraska","NE","Sioux County","31","165","dist_MAT","2017","33"
"Nebraska","NE","Stanton County","31","167","dist_MAT","2017","38.5"
"Nebraska","NE","Thayer County","31","169","dist_MAT","2017","49.82"
"Nebraska","NE","Thomas County","31","171","dist_MAT","2017","63.67"
"Nebraska","NE","Thurston County","31","173","dist_MAT","2017","24.5"
"Nebraska","NE","Valley County","31","175","dist_MAT","2017","50.25"
"Nebraska","NE","Washington County","31","177","dist_MAT","2017","21.5"
"Nebraska","NE","Wayne County","31","179","dist_MAT","2017","42.75"
"Nebraska","NE","Webster County","31","181","dist_MAT","2017","30.2"
"Nebraska","NE","Wheeler County","31","183","dist_MAT","2017","40.5"
"Nebraska","NE","York County","31","185","dist_MAT","2017","35.29"
"Nevada","NV","Churchill County","32","001","dist_MAT","2017",""
"Nevada","NV","Clark County","32","003","dist_MAT","2017","8.04"
"Nevada","NV","Douglas County","32","005","dist_MAT","2017","12.78"
"Nevada","NV","Elko County","32","007","dist_MAT","2017","121.79"
"Nevada","NV","Esmeralda County","32","009","dist_MAT","2017","123.33"
"Nevada","NV","Eureka County","32","011","dist_MAT","2017","121.5"
"Nevada","NV","Humboldt County","32","013","dist_MAT","2017","120.25"
"Nevada","NV","Lander County","32","015","dist_MAT","2017","75"
"Nevada","NV","Lincoln County","32","017","dist_MAT","2017","71.6"
"Nevada","NV","Lyon County","32","019","dist_MAT","2017","28.17"
"Nevada","NV","Mineral County","32","021","dist_MAT","2017","70.25"
"Nevada","NV","Nye County","32","023","dist_MAT","2017","78.4"
"Nevada","NV","Pershing County","32","027","dist_MAT","2017","64.5"
"Nevada","NV","Storey County","32","029","dist_MAT","2017","13"
"Nevada","NV","Washoe County","32","031","dist_MAT","2017","12.69"
"Nevada","NV","White Pine County","32","033","dist_MAT","2017","146.2"
"Nevada","NV","Carson City","32","510","dist_MAT","2017","4.75"
"New Hampshire","NH","Belknap County","33","001","dist_MAT","2017","8.23"
"New Hampshire","NH","Carroll County","33","003","dist_MAT","2017","17.79"
"New Hampshire","NH","Cheshire County","33","005","dist_MAT","2017","7"
"New Hampshire","NH","Coos County","33","007","dist_MAT","2017","30.47"
"New Hampshire","NH","Grafton County","33","009","dist_MAT","2017","10.36"
"New Hampshire","NH","Hillsborough County","33","011","dist_MAT","2017","5.79"
"New Hampshire","NH","Merrimack County","33","013","dist_MAT","2017","8.89"
"New Hampshire","NH","Rockingham County","33","015","dist_MAT","2017","5.36"
"New Hampshire","NH","Strafford County","33","017","dist_MAT","2017","5.69"
"New Hampshire","NH","Sullivan County","33","019","dist_MAT","2017","10.76"
"New Jersey","NJ","Atlantic County","34","001","dist_MAT","2017","4.58"
"New Jersey","NJ","Bergen County","34","003","dist_MAT","2017","2.76"
"New Jersey","NJ","Burlington County","34","005","dist_MAT","2017","5.45"
"New Jersey","NJ","Camden County","34","007","dist_MAT","2017","2.12"
"New Jersey","NJ","Cape May County","34","009","dist_MAT","2017","5.13"
"New Jersey","NJ","Cumberland County","34","011","dist_MAT","2017","9.61"
"New Jersey","NJ","Essex County","34","013","dist_MAT","2017","1.52"
"New Jersey","NJ","Gloucester County","34","015","dist_MAT","2017","4.65"
"New Jersey","NJ","Hudson County","34","017","dist_MAT","2017","0.88"
"New Jersey","NJ","Hunterdon County","34","019","dist_MAT","2017","6.2"
"New Jersey","NJ","Mercer County","34","021","dist_MAT","2017","1.77"
"New Jersey","NJ","Middlesex County","34","023","dist_MAT","2017","2.29"
"New Jersey","NJ","Monmouth County","34","025","dist_MAT","2017","2.84"
"New Jersey","NJ","Morris County","34","027","dist_MAT","2017","2.68"
"New Jersey","NJ","Ocean County","34","029","dist_MAT","2017","3.66"
"New Jersey","NJ","Passaic County","34","031","dist_MAT","2017","3.41"
"New Jersey","NJ","Salem County","34","033","dist_MAT","2017","6.8"
"New Jersey","NJ","Somerset County","34","035","dist_MAT","2017","2.62"
"New Jersey","NJ","Sussex County","34","037","dist_MAT","2017","6.58"
"New Jersey","NJ","Union County","34","039","dist_MAT","2017","1.38"
"New Jersey","NJ","Warren County","34","041","dist_MAT","2017","4"
"New Mexico","NM","Bernalillo County","35","001","dist_MAT","2017","4.09"
"New Mexico","NM","Catron County","35","003","dist_MAT","2017","51.57"
"New Mexico","NM","Chaves County","35","005","dist_MAT","2017","19.4"
"New Mexico","NM","Cibola County","35","006","dist_MAT","2017","49.21"
"New Mexico","NM","Colfax County","35","007","dist_MAT","2017","34.88"
"New Mexico","NM","Curry County","35","009","dist_MAT","2017","77.83"
"New Mexico","NM","De Baca County","35","011","dist_MAT","2017","43.67"
"New Mexico","NM","Doña Ana County","35","013","dist_MAT","2017","11.32"
"New Mexico","NM","Eddy County","35","015","dist_MAT","2017","29.88"
"New Mexico","NM","Grant County","35","017","dist_MAT","2017","77.94"
"New Mexico","NM","Guadalupe County","35","019","dist_MAT","2017","23.5"
"New Mexico","NM","Harding County","35","021","dist_MAT","2017","76.33"
"New Mexico","NM","Hidalgo County","35","023","dist_MAT","2017","48.5"
"New Mexico","NM","Lea County","35","025","dist_MAT","2017","48.1"
"New Mexico","NM","Lincoln County","35","027","dist_MAT","2017","72"
"New Mexico","NM","Los Alamos County","35","028","dist_MAT","2017","15"
"New Mexico","NM","Luna County","35","029","dist_MAT","2017","58"
"New Mexico","NM","McKinley County","35","031","dist_MAT","2017","66.26"
"New Mexico","NM","Mora County","35","033","dist_MAT","2017","32"
"New Mexico","NM","Otero County","35","035","dist_MAT","2017","57"
"New Mexico","NM","Quay County","35","037","dist_MAT","2017","64.43"
"New Mexico","NM","Rio Arriba County","35","039","dist_MAT","2017","26.31"
"New Mexico","NM","Roosevelt County","35","041","dist_MAT","2017","60.5"
"New Mexico","NM","Sandoval County","35","043","dist_MAT","2017","22.39"
"New Mexico","NM","San Juan County","35","045","dist_MAT","2017","25.53"
"New Mexico","NM","San Miguel County","35","047","dist_MAT","2017","31.67"
"New Mexico","NM","Santa Fe County","35","049","dist_MAT","2017","10.25"
"New Mexico","NM","Sierra County","35","051","dist_MAT","2017","42.11"
"New Mexico","NM","Socorro County","35","053","dist_MAT","2017","10.22"
"New Mexico","NM","Taos County","35","055","dist_MAT","2017","11.37"
"New Mexico","NM","Torrance County","35","057","dist_MAT","2017","34.75"
"New Mexico","NM","Union County","35","059","dist_MAT","2017","89.25"
"New Mexico","NM","Valencia County","35","061","dist_MAT","2017","9"
"New York","NY","Albany County","36","001","dist_MAT","2017","5.97"
"New York","NY","Allegany County","36","003","dist_MAT","2017","14.64"
"New York","NY","Bronx County","36","005","dist_MAT","2017","0.32"
"New York","NY","Broome County","36","007","dist_MAT","2017","7.96"
"New York","NY","Cattaraugus County","36","009","dist_MAT","2017","9.86"
"New York","NY","Cayuga County","36","011","dist_MAT","2017","11.89"
"New York","NY","Chautauqua County","36","013","dist_MAT","2017","8.15"
"New York","NY","Chemung County","36","015","dist_MAT","2017","6.53"
"New York","NY","Chenango County","36","017","dist_MAT","2017","11.61"
"New York","NY","Clinton County","36","019","dist_MAT","2017","14.36"
"New York","NY","Columbia County","36","021","dist_MAT","2017","9.53"
"New York","NY","Cortland County","36","023","dist_MAT","2017","8.5"
"New York","NY","Delaware County","36","025","dist_MAT","2017","14.63"
"New York","NY","Dutchess County","36","027","dist_MAT","2017","6.15"
"New York","NY","Erie County","36","029","dist_MAT","2017","3.57"
"New York","NY","Essex County","36","031","dist_MAT","2017","13.97"
"New York","NY","Franklin County","36","033","dist_MAT","2017","11.6"
"New York","NY","Fulton County","36","035","dist_MAT","2017","7.86"
"New York","NY","Genesee County","36","037","dist_MAT","2017","8.31"
"New York","NY","Greene County","36","039","dist_MAT","2017","12.33"
"New York","NY","Hamilton County","36","041","dist_MAT","2017","32.82"
"New York","NY","Herkimer County","36","043","dist_MAT","2017","15.12"
"New York","NY","Jefferson County","36","045","dist_MAT","2017","11.24"
"New York","NY","Kings County","36","047","dist_MAT","2017","0.24"
"New York","NY","Lewis County","36","049","dist_MAT","2017","26.07"
"New York","NY","Livingston County","36","051","dist_MAT","2017","7"
"New York","NY","Madison County","36","053","dist_MAT","2017","17.2"
"New York","NY","Monroe County","36","055","dist_MAT","2017","3.76"
"New York","NY","Montgomery County","36","057","dist_MAT","2017","11.38"
"New York","NY","Nassau County","36","059","dist_MAT","2017","1.01"
"New York","NY","New York County","36","061","dist_MAT","2017","0.01"
"New York","NY","Niagara County","36","063","dist_MAT","2017","5.1"
"New York","NY","Oneida County","36","065","dist_MAT","2017","11.46"
"New York","NY","Onondaga County","36","067","dist_MAT","2017","4"
"New York","NY","Ontario County","36","069","dist_MAT","2017","6.69"
"New York","NY","Orange County","36","071","dist_MAT","2017","4.87"
"New York","NY","Orleans County","36","073","dist_MAT","2017","6.75"
"New York","NY","Oswego County","36","075","dist_MAT","2017","20.27"
"New York","NY","Otsego County","36","077","dist_MAT","2017","13.36"
"New York","NY","Putnam County","36","079","dist_MAT","2017","3.75"
"New York","NY","Queens County","36","081","dist_MAT","2017","0.95"
"New York","NY","Rensselaer County","36","083","dist_MAT","2017","8.78"
"New York","NY","Richmond County","36","085","dist_MAT","2017","0.38"
"New York","NY","Rockland County","36","087","dist_MAT","2017","1.84"
"New York","NY","St. Lawrence County","36","089","dist_MAT","2017","13.5"
"New York","NY","Saratoga County","36","091","dist_MAT","2017","7.52"
"New York","NY","Schenectady County","36","093","dist_MAT","2017","3.15"
"New York","NY","Schoharie County","36","095","dist_MAT","2017","22.28"
"New York","NY","Schuyler County","36","097","dist_MAT","2017","7"
"New York","NY","Seneca County","36","099","dist_MAT","2017","3.57"
"New York","NY","Steuben County","36","101","dist_MAT","2017","11.82"
"New York","NY","Suffolk County","36","103","dist_MAT","2017","2.97"
"New York","NY","Sullivan County","36","105","dist_MAT","2017","10.89"
"New York","NY","Tioga County","36","107","dist_MAT","2017","9.08"
"New York","NY","Tompkins County","36","109","dist_MAT","2017","5.38"
"New York","NY","Ulster County","36","111","dist_MAT","2017","9.82"
"New York","NY","Warren County","36","113","dist_MAT","2017","20.71"
"New York","NY","Washington County","36","115","dist_MAT","2017","10.65"
"New York","NY","Wayne County","36","117","dist_MAT","2017","10.31"
"New York","NY","Westchester County","36","119","dist_MAT","2017","1.99"
"New York","NY","Wyoming County","36","121","dist_MAT","2017","9.28"
"New York","NY","Yates County","36","123","dist_MAT","2017","6.44"
"North Carolina","NC","Alamance County","37","001","dist_MAT","2017","7.89"
"North Carolina","NC","Alexander County","37","003","dist_MAT","2017","10"
"North Carolina","NC","Alleghany County","37","005","dist_MAT","2017","14.5"
"North Carolina","NC","Anson County","37","007","dist_MAT","2017","23"
"North Carolina","NC","Ashe County","37","009","dist_MAT","2017","17.18"
"North Carolina","NC","Avery County","37","011","dist_MAT","2017","17.86"
"North Carolina","NC","Beaufort County","37","013","dist_MAT","2017","15.11"
"North Carolina","NC","Bertie County","37","015","dist_MAT","2017","15.43"
"North Carolina","NC","Bladen County","37","017","dist_MAT","2017","15.12"
"North Carolina","NC","Brunswick County","37","019","dist_MAT","2017","6.25"
"North Carolina","NC","Buncombe County","37","021","dist_MAT","2017","3.13"
"North Carolina","NC","Burke County","37","023","dist_MAT","2017","5.5"
"North Carolina","NC","Cabarrus County","37","025","dist_MAT","2017","6.71"
"North Carolina","NC","Caldwell County","37","027","dist_MAT","2017","10.4"
"North Carolina","NC","Camden County","37","029","dist_MAT","2017","11.67"
"North Carolina","NC","Carteret County","37","031","dist_MAT","2017","13.76"
"North Carolina","NC","Caswell County","37","033","dist_MAT","2017","11.57"
"North Carolina","NC","Catawba County","37","035","dist_MAT","2017","7.56"
"North Carolina","NC","Chatham County","37","037","dist_MAT","2017","8.86"
"North Carolina","NC","Cherokee County","37","039","dist_MAT","2017","10.33"
"North Carolina","NC","Chowan County","37","041","dist_MAT","2017","20.5"
"North Carolina","NC","Clay County","37","043","dist_MAT","2017","13.33"
"North Carolina","NC","Cleveland County","37","045","dist_MAT","2017","5.89"
"North Carolina","NC","Columbus County","37","047","dist_MAT","2017","10.36"
"North Carolina","NC","Craven County","37","049","dist_MAT","2017","10.11"
"North Carolina","NC","Cumberland County","37","051","dist_MAT","2017","6.31"
"North Carolina","NC","Currituck County","37","053","dist_MAT","2017","18.67"
"North Carolina","NC","Dare County","37","055","dist_MAT","2017","20.29"
"North Carolina","NC","Davidson County","37","057","dist_MAT","2017","4.6"
"North Carolina","NC","Davie County","37","059","dist_MAT","2017","9.67"
"North Carolina","NC","Duplin County","37","061","dist_MAT","2017","12.33"
"North Carolina","NC","Durham County","37","063","dist_MAT","2017","2.33"
"North Carolina","NC","Edgecombe County","37","065","dist_MAT","2017","15"
"North Carolina","NC","Forsyth County","37","067","dist_MAT","2017","4.35"
"North Carolina","NC","Franklin County","37","069","dist_MAT","2017","15.75"
"North Carolina","NC","Gaston County","37","071","dist_MAT","2017","6.14"
"North Carolina","NC","Gates County","37","073","dist_MAT","2017","17.5"
"North Carolina","NC","Graham County","37","075","dist_MAT","2017","22"
"North Carolina","NC","Granville County","37","077","dist_MAT","2017","8.5"
"North Carolina","NC","Greene County","37","079","dist_MAT","2017","13.25"
"North Carolina","NC","Guilford County","37","081","dist_MAT","2017","4.23"
"North Carolina","NC","Halifax County","37","083","dist_MAT","2017","24.88"
"North Carolina","NC","Harnett County","37","085","dist_MAT","2017","8.33"
"North Carolina","NC","Haywood County","37","087","dist_MAT","2017","4.83"
"North Carolina","NC","Henderson County","37","089","dist_MAT","2017","4.45"
"North Carolina","NC","Hertford County","37","091","dist_MAT","2017","8.29"
"North Carolina","NC","Hoke County","37","093","dist_MAT","2017","12"
"North Carolina","NC","Hyde County","37","095","dist_MAT","2017","38.8"
"North Carolina","NC","Iredell County","37","097","dist_MAT","2017","7"
"North Carolina","NC","Jackson County","37","099","dist_MAT","2017","13.88"
"North Carolina","NC","Johnston County","37","101","dist_MAT","2017","5.3"
"North Carolina","NC","Jones County","37","103","dist_MAT","2017","9"
"North Carolina","NC","Lee County","37","105","dist_MAT","2017","4.5"
"North Carolina","NC","Lenoir County","37","107","dist_MAT","2017","6.25"
"North Carolina","NC","Lincoln County","37","109","dist_MAT","2017","12.6"
"North Carolina","NC","McDowell County","37","111","dist_MAT","2017","4.75"
"North Carolina","NC","Macon County","37","113","dist_MAT","2017","9.8"
"North Carolina","NC","Madison County","37","115","dist_MAT","2017","10.67"
"North Carolina","NC","Martin County","37","117","dist_MAT","2017","16.5"
"North Carolina","NC","Mecklenburg County","37","119","dist_MAT","2017","4.19"
"North Carolina","NC","Mitchell County","37","121","dist_MAT","2017","17.5"
"North Carolina","NC","Montgomery County","37","123","dist_MAT","2017","9.4"
"North Carolina","NC","Moore County","37","125","dist_MAT","2017","8.45"
"North Carolina","NC","Nash County","37","127","dist_MAT","2017","9.5"
"North Carolina","NC","New Hanover County","37","129","dist_MAT","2017","3.8"
"North Carolina","NC","Northampton County","37","131","dist_MAT","2017","24.73"
"North Carolina","NC","Onslow County","37","133","dist_MAT","2017","8.25"
"North Carolina","NC","Orange County","37","135","dist_MAT","2017","2.86"
"North Carolina","NC","Pamlico County","37","137","dist_MAT","2017","24.67"
"North Carolina","NC","Pasquotank County","37","139","dist_MAT","2017",""
"North Carolina","NC","Pender County","37","141","dist_MAT","2017","9.67"
"North Carolina","NC","Perquimans County","37","143","dist_MAT","2017","11.67"
"North Carolina","NC","Person County","37","145","dist_MAT","2017","7.33"
"North Carolina","NC","Pitt County","37","147","dist_MAT","2017","6.58"
"North Carolina","NC","Polk County","37","149","dist_MAT","2017","13.75"
"North Carolina","NC","Randolph County","37","151","dist_MAT","2017","12"
"North Carolina","NC","Richmond County","37","153","dist_MAT","2017","20.17"
"North Carolina","NC","Robeson County","37","155","dist_MAT","2017","12.69"
"North Carolina","NC","Rockingham County","37","157","dist_MAT","2017","16.14"
"North Carolina","NC","Rowan County","37","159","dist_MAT","2017","6.15"
"North Carolina","NC","Rutherford County","37","161","dist_MAT","2017","13.91"
"North Carolina","NC","Sampson County","37","163","dist_MAT","2017","16.9"
"North Carolina","NC","Scotland County","37","165","dist_MAT","2017","23.6"
"North Carolina","NC","Stanly County","37","167","dist_MAT","2017","8.56"
"North Carolina","NC","Stokes County","37","169","dist_MAT","2017","16.89"
"North Carolina","NC","Surry County","37","171","dist_MAT","2017","10.33"
"North Carolina","NC","Swain County","37","173","dist_MAT","2017","16"
"North Carolina","NC","Transylvania County","37","175","dist_MAT","2017","13.5"
"North Carolina","NC","Tyrrell County","37","177","dist_MAT","2017","30"
"North Carolina","NC","Union County","37","179","dist_MAT","2017","6"
"North Carolina","NC","Vance County","37","181","dist_MAT","2017","4.75"
"North Carolina","NC","Wake County","37","183","dist_MAT","2017","4.84"
"North Carolina","NC","Warren County","37","185","dist_MAT","2017","14.75"
"North Carolina","NC","Washington County","37","187","dist_MAT","2017","26.33"
"North Carolina","NC","Watauga County","37","189","dist_MAT","2017","7.43"
"North Carolina","NC","Wayne County","37","191","dist_MAT","2017","6.75"
"North Carolina","NC","Wilkes County","37","193","dist_MAT","2017","9.25"
"North Carolina","NC","Wilson County","37","195","dist_MAT","2017","6.62"
"North Carolina","NC","Yadkin County","37","197","dist_MAT","2017","7.4"
"North Carolina","NC","Yancey County","37","199","dist_MAT","2017","15"
"North Dakota","ND","Adams County","38","001","dist_MAT","2017","55.5"
"North Dakota","ND","Barnes County","38","003","dist_MAT","2017","58.83"
"North Dakota","ND","Benson County","38","005","dist_MAT","2017","81.82"
"North Dakota","ND","Billings County","38","007","dist_MAT","2017","32"
"North Dakota","ND","Bottineau County","38","009","dist_MAT","2017","38"
"North Dakota","ND","Bowman County","38","011","dist_MAT","2017","59"
"North Dakota","ND","Burke County","38","013","dist_MAT","2017","66.17"
"North Dakota","ND","Burleigh County","38","015","dist_MAT","2017","15"
"North Dakota","ND","Cass County","38","017","dist_MAT","2017","17.88"
"North Dakota","ND","Cavalier County","38","019","dist_MAT","2017","89.9"
"North Dakota","ND","Dickey County","38","021","dist_MAT","2017","45.33"
"North Dakota","ND","Divide County","38","023","dist_MAT","2017","102.25"
"North Dakota","ND","Dunn County","38","025","dist_MAT","2017","27.2"
"North Dakota","ND","Eddy County","38","027","dist_MAT","2017","90.5"
"North Dakota","ND","Emmons County","38","029","dist_MAT","2017","43.67"
"North Dakota","ND","Foster County","38","031","dist_MAT","2017","78"
"North Dakota","ND","Golden Valley County","38","033","dist_MAT","2017","51"
"North Dakota","ND","Grand Forks County","38","035","dist_MAT","2017","15.06"
"North Dakota","ND","Grant County","38","037","dist_MAT","2017","51.6"
"North Dakota","ND","Griggs County","38","039","dist_MAT","2017","60.4"
"North Dakota","ND","Hettinger County","38","041","dist_MAT","2017","35"
"North Dakota","ND","Kidder County","38","043","dist_MAT","2017","47"
"North Dakota","ND","LaMoure County","38","045","dist_MAT","2017","66.25"
"North Dakota","ND","Logan County","38","047","dist_MAT","2017","62.67"
"North Dakota","ND","McHenry County","38","049","dist_MAT","2017","30.92"
"North Dakota","ND","McIntosh County","38","051","dist_MAT","2017","63"
"North Dakota","ND","McKenzie County","38","053","dist_MAT","2017","61.86"
"North Dakota","ND","McLean County","38","055","dist_MAT","2017","31.69"
"North Dakota","ND","Mercer County","38","057","dist_MAT","2017","10"
"North Dakota","ND","Morton County","38","059","dist_MAT","2017","27.5"
"North Dakota","ND","Mountrail County","38","061","dist_MAT","2017","49.86"
"North Dakota","ND","Nelson County","38","063","dist_MAT","2017","48.88"
"North Dakota","ND","Oliver County","38","065","dist_MAT","2017","29"
"North Dakota","ND","Pembina County","38","067","dist_MAT","2017","62.64"
"North Dakota","ND","Pierce County","38","069","dist_MAT","2017","66.5"
"North Dakota","ND","Ramsey County","38","071","dist_MAT","2017","78.8"
"North Dakota","ND","Ransom County","38","073","dist_MAT","2017","46"
"North Dakota","ND","Renville County","38","075","dist_MAT","2017","31"
"North Dakota","ND","Richland County","38","077","dist_MAT","2017","38.79"
"North Dakota","ND","Rolette County","38","079","dist_MAT","2017","76.83"
"North Dakota","ND","Sargent County","38","081","dist_MAT","2017","57.5"
"North Dakota","ND","Sheridan County","38","083","dist_MAT","2017","53.5"
"North Dakota","ND","Sioux County","38","085","dist_MAT","2017","44.33"
"North Dakota","ND","Slope County","38","087","dist_MAT","2017","51"
"North Dakota","ND","Stark County","38","089","dist_MAT","2017","16"
"North Dakota","ND","Steele County","38","091","dist_MAT","2017","44.75"
"North Dakota","ND","Stutsman County","38","093","dist_MAT","2017","79.38"
"North Dakota","ND","Towner County","38","095","dist_MAT","2017","95.17"
"North Dakota","ND","Traill County","38","097","dist_MAT","2017","28.9"
"North Dakota","ND","Walsh County","38","099","dist_MAT","2017","45.09"
"North Dakota","ND","Ward County","38","101","dist_MAT","2017","15.18"
"North Dakota","ND","Wells County","38","103","dist_MAT","2017","68.71"
"North Dakota","ND","Williams County","38","105","dist_MAT","2017","94.4"
"Ohio","OH","Adams County","39","001","dist_MAT","2017","8.5"
"Ohio","OH","Allen County","39","003","dist_MAT","2017","6.69"
"Ohio","OH","Ashland County","39","005","dist_MAT","2017","12.78"
"Ohio","OH","Ashtabula County","39","007","dist_MAT","2017","9.43"
"Ohio","OH","Athens County","39","009","dist_MAT","2017","9.33"
"Ohio","OH","Auglaize County","39","011","dist_MAT","2017","15.2"
"Ohio","OH","Belmont County","39","013","dist_MAT","2017","14.43"
"Ohio","OH","Brown County","39","015","dist_MAT","2017","7.6"
"Ohio","OH","Butler County","39","017","dist_MAT","2017","5"
"Ohio","OH","Carroll County","39","019","dist_MAT","2017","14"
"Ohio","OH","Champaign County","39","021","dist_MAT","2017","9.33"
"Ohio","OH","Clark County","39","023","dist_MAT","2017","4.36"
"Ohio","OH","Clermont County","39","025","dist_MAT","2017","6.76"
"Ohio","OH","Clinton County","39","027","dist_MAT","2017","15.33"
"Ohio","OH","Columbiana County","39","029","dist_MAT","2017","7.72"
"Ohio","OH","Coshocton County","39","031","dist_MAT","2017","8.38"
"Ohio","OH","Crawford County","39","033","dist_MAT","2017","14.75"
"Ohio","OH","Cuyahoga County","39","035","dist_MAT","2017","2.56"
"Ohio","OH","Darke County","39","037","dist_MAT","2017","16.62"
"Ohio","OH","Defiance County","39","039","dist_MAT","2017","10"
"Ohio","OH","Delaware County","39","041","dist_MAT","2017","6.36"
"Ohio","OH","Erie County","39","043","dist_MAT","2017","6.62"
"Ohio","OH","Fairfield County","39","045","dist_MAT","2017","9"
"Ohio","OH","Fayette County","39","047","dist_MAT","2017","20.5"
"Ohio","OH","Franklin County","39","049","dist_MAT","2017","2.74"
"Ohio","OH","Fulton County","39","051","dist_MAT","2017","8.75"
"Ohio","OH","Gallia County","39","053","dist_MAT","2017","8.38"
"Ohio","OH","Geauga County","39","055","dist_MAT","2017","8.36"
"Ohio","OH","Greene County","39","057","dist_MAT","2017","6.47"
"Ohio","OH","Guernsey County","39","059","dist_MAT","2017","9.43"
"Ohio","OH","Hamilton County","39","061","dist_MAT","2017","2.15"
"Ohio","OH","Hancock County","39","063","dist_MAT","2017","15"
"Ohio","OH","Hardin County","39","065","dist_MAT","2017","16.56"
"Ohio","OH","Harrison County","39","067","dist_MAT","2017","16.62"
"Ohio","OH","Henry County","39","069","dist_MAT","2017","14"
"Ohio","OH","Highland County","39","071","dist_MAT","2017","10.71"
"Ohio","OH","Hocking County","39","073","dist_MAT","2017","8.25"
"Ohio","OH","Holmes County","39","075","dist_MAT","2017","16.08"
"Ohio","OH","Huron County","39","077","dist_MAT","2017","9.5"
"Ohio","OH","Jackson County","39","079","dist_MAT","2017","7.2"
"Ohio","OH","Jefferson County","39","081","dist_MAT","2017","8.86"
"Ohio","OH","Knox County","39","083","dist_MAT","2017","15.88"
"Ohio","OH","Lake County","39","085","dist_MAT","2017","4"
"Ohio","OH","Lawrence County","39","087","dist_MAT","2017","7.78"
"Ohio","OH","Licking County","39","089","dist_MAT","2017","10.2"
"Ohio","OH","Logan County","39","091","dist_MAT","2017","8.57"
"Ohio","OH","Lorain County","39","093","dist_MAT","2017","6.33"
"Ohio","OH","Lucas County","39","095","dist_MAT","2017","3.73"
"Ohio","OH","Madison County","39","097","dist_MAT","2017","13.14"
"Ohio","OH","Mahoning County","39","099","dist_MAT","2017","5"
"Ohio","OH","Marion County","39","101","dist_MAT","2017","8"
"Ohio","OH","Medina County","39","103","dist_MAT","2017","5.54"
"Ohio","OH","Meigs County","39","105","dist_MAT","2017","8.6"
"Ohio","OH","Mercer County","39","107","dist_MAT","2017","21.8"
"Ohio","OH","Miami County","39","109","dist_MAT","2017","7.91"
"Ohio","OH","Monroe County","39","111","dist_MAT","2017","16.1"
"Ohio","OH","Montgomery County","39","113","dist_MAT","2017","4.27"
"Ohio","OH","Morgan County","39","115","dist_MAT","2017","17.5"
"Ohio","OH","Morrow County","39","117","dist_MAT","2017","6.83"
"Ohio","OH","Muskingum County","39","119","dist_MAT","2017","9.38"
"Ohio","OH","Noble County","39","121","dist_MAT","2017","17.33"
"Ohio","OH","Ottawa County","39","123","dist_MAT","2017","9.14"
"Ohio","OH","Paulding County","39","125","dist_MAT","2017","13.44"
"Ohio","OH","Perry County","39","127","dist_MAT","2017","7.82"
"Ohio","OH","Pickaway County","39","129","dist_MAT","2017","9.22"
"Ohio","OH","Pike County","39","131","dist_MAT","2017","8.33"
"Ohio","OH","Portage County","39","133","dist_MAT","2017","8.06"
"Ohio","OH","Preble County","39","135","dist_MAT","2017","8.91"
"Ohio","OH","Putnam County","39","137","dist_MAT","2017","6.7"
"Ohio","OH","Richland County","39","139","dist_MAT","2017","5.83"
"Ohio","OH","Ross County","39","141","dist_MAT","2017","11.2"
"Ohio","OH","Sandusky County","39","143","dist_MAT","2017","8.56"
"Ohio","OH","Scioto County","39","145","dist_MAT","2017","9.31"
"Ohio","OH","Seneca County","39","147","dist_MAT","2017","8.15"
"Ohio","OH","Shelby County","39","149","dist_MAT","2017","8.73"
"Ohio","OH","Stark County","39","151","dist_MAT","2017","6.64"
"Ohio","OH","Summit County","39","153","dist_MAT","2017","2.97"
"Ohio","OH","Trumbull County","39","155","dist_MAT","2017","7.58"
"Ohio","OH","Tuscarawas County","39","157","dist_MAT","2017","8.41"
"Ohio","OH","Union County","39","159","dist_MAT","2017","14"
"Ohio","OH","Van Wert County","39","161","dist_MAT","2017","9.22"
"Ohio","OH","Vinton County","39","163","dist_MAT","2017","13.83"
"Ohio","OH","Warren County","39","165","dist_MAT","2017","6.5"
"Ohio","OH","Washington County","39","167","dist_MAT","2017","10.11"
"Ohio","OH","Wayne County","39","169","dist_MAT","2017","8.93"
"Ohio","OH","Williams County","39","171","dist_MAT","2017","15.3"
"Ohio","OH","Wood County","39","173","dist_MAT","2017","7.41"
